County,County Code,avg_crude_rate,year,crude_rate,aqi_average_ambient_temperature,aqi_nitrogen_dioxide_no2,aqi_outdoor_temperature,aqi_ozone,aqi_pm2_5_local_conditions,aqi_wind_direction_resultant,aqi_wind_speed_resultant,veg_treecover_loss_ha
"Porter County, IN",18127,69.87058823529412,2010,67.5,11.641964,,51.802149,0.040671,12.585989125,,,4.0
"Porter County, IN",18127,69.87058823529412,2011,77.3,10.752586,,51.001392,0.037023,10.8182525,,,10.0
"Porter County, IN",18127,69.87058823529412,2012,67.0,12.541026,,54.155381,0.0438765,11.4115275,175.71749649999998,7.382988,10.0
"Porter County, IN",18127,69.87058823529412,2013,82.9,9.915313,,49.550983,0.044055,10.070974333333334,179.494976,7.434701,24.0
"Porter County, IN",18127,69.87058823529412,2014,74.7,9.0552105,,47.811336,0.045812,11.237902666666663,179.85936049999998,7.533575,14.0
"Porter County, IN",18127,69.87058823529412,2015,76.4,10.6846,,51.043304,0.0417185,9.026438333333331,174.435651,7.5112405,21.0
"Porter County, IN",18127,69.87058823529412,2016,80.5,11.778272,,52.795655,0.043745,7.731615666666666,177.453996,7.5733,35.0
"Posey County, IN",18129,95.80588235294118,2000,77.6,,,55.81588,0.055246,,,,
"Posey County, IN",18129,95.80588235294118,2001,122.5,,,57.346176,0.053489,,,,14.0
"Posey County, IN",18129,95.80588235294118,2002,48.3,,,57.359895,0.057851,,,,10.0
"Posey County, IN",18129,95.80588235294118,2003,86.0,,,55.480308,0.050142,,,,4.0
"Posey County, IN",18129,95.80588235294118,2004,75.0,,,55.002593,0.048128,,,,3.0
"Posey County, IN",18129,95.80588235294118,2005,71.7,,,56.232207,0.050777,,,,20.0
"Posey County, IN",18129,95.80588235294118,2006,87.3,,,57.392248,0.035886,,,,16.0
"Posey County, IN",18129,95.80588235294118,2007,80.1,,,60.97577,0.055839,,,,5.0
"Posey County, IN",18129,95.80588235294118,2008,122.7,,,55.734979,0.047434,,178.20262,4.645789,12.0
"Posey County, IN",18129,95.80588235294118,2009,111.8,,,56.124441,0.044448,,172.106245,5.10501,19.0
"Posey County, IN",18129,95.80588235294118,2010,123.5,,,56.590805,0.047665,,189.321718,4.653273,15.0
"Posey County, IN",18129,95.80588235294118,2011,116.7,,,56.951731,0.048135,,182.896343,5.094845,13.0
"Posey County, IN",18129,95.80588235294118,2012,97.6,,,60.213748,0.046922,,177.276561,4.874632,17.0
"Posey County, IN",18129,95.80588235294118,2013,105.9,,,55.432761,0.044322,,184.668653,4.870612,14.0
"Posey County, IN",18129,95.80588235294118,2014,97.9,,,51.925582,0.045591,,182.481404,5.257205,3.0
"Posey County, IN",18129,95.80588235294118,2015,133.4,,,56.963471,0.043191,,173.950772,4.926284,3.0
"Posey County, IN",18129,95.80588235294118,2016,70.7,,,58.629448,0.04353,,178.490328,4.924711,29.0
"St. Joseph County, IN",18141,86.29411764705883,2000,90.0,10.69992725,29.958904,50.487717,0.0466523333333333,13.936643,,,
"St. Joseph County, IN",18141,86.29411764705883,2001,85.5,10.90379675,28.265753,51.473936,0.0493691666666666,14.29089125,,,9.0
"St. Joseph County, IN",18141,86.29411764705883,2002,75.4,10.57672825,28.194986,50.66829,0.0561433333333333,14.0733185,,,26.0
"St. Joseph County, IN",18141,86.29411764705883,2003,93.7,9.9465735,27.44507,49.405121,0.0508453333333333,13.6680085,,,7.0
"St. Joseph County, IN",18141,86.29411764705883,2004,78.6,10.7869514,25.057143,50.110274,0.0477486666666666,12.04698225,,,17.0
"St. Joseph County, IN",18141,86.29411764705883,2005,89.5,11.150616,24.974729,51.167219,0.0532676666666666,14.93381075,,,21.0
"St. Joseph County, IN",18141,86.29411764705883,2006,78.7,10.719564666666663,19.9348055,50.36344,0.0446924999999999,11.782512833333334,183.965587,3.786617,26.0
"St. Joseph County, IN",18141,86.29411764705883,2007,81.2,11.52408,17.896648,51.876629,0.0460053333333333,12.942959125,188.818587,4.337746,13.0
"St. Joseph County, IN",18141,86.29411764705883,2008,83.1,9.984425666666668,14.49569,49.245694,0.041937,11.82907675,194.830764,4.45316,20.0
"St. Joseph County, IN",18141,86.29411764705883,2009,71.2,10.025921,18.684036,49.111519,0.035736,11.5634735,182.046637,4.23607,20.0
"St. Joseph County, IN",18141,86.29411764705883,2010,75.3,11.0982395,19.792226,51.536025,0.0388836666666666,12.536489333333334,194.698075,4.007061,17.0
"St. Joseph County, IN",18141,86.29411764705883,2011,91.9,10.748452,17.024042,51.242829,0.0426509999999999,11.380861,188.005315,4.216202,10.0
"St. Joseph County, IN",18141,86.29411764705883,2012,84.0,13.097522,18.317353,54.071779,0.0478853333333333,11.027030333333334,189.383404,4.069418,19.0
"St. Joseph County, IN",18141,86.29411764705883,2013,97.8,10.073833,17.54,49.903717,0.0429013333333333,10.598815,192.717854,4.331071,28.0
"St. Joseph County, IN",18141,86.29411764705883,2014,92.3,9.295291,17.183832,47.880005,0.0432086666666666,10.784233333333331,195.399471,4.308765,6.0
"St. Joseph County, IN",18141,86.29411764705883,2015,95.1,11.543237,16.286646,51.106653,0.0429,10.476334833333334,190.433579,4.215959,5.0
"St. Joseph County, IN",18141,86.29411764705883,2016,103.7,12.952807,16.218994,52.894458,0.0440283333333333,8.717085666666668,191.982757,4.112315,14.0
"Shelby County, IN",18145,104.18235294117646,2000,115.1,,,,0.05258,,,,
"Shelby County, IN",18145,104.18235294117646,2001,93.7,,,,0.057579,,,,0.0
"Shelby County, IN",18145,104.18235294117646,2002,114.7,,,,0.058825,,,,0.0
"Shelby County, IN",18145,104.18235294117646,2003,108.3,,,,0.053224,,,,0.0
"Shelby County, IN",18145,104.18235294117646,2004,103.5,,,,0.048973,,,,1.0
"Shelby County, IN",18145,104.18235294117646,2005,108.1,,,,0.053552,,,,1.0
"Shelby County, IN",18145,104.18235294117646,2006,77.6,,,,0.0486,,,,1.0
"Shelby County, IN",18145,104.18235294117646,2007,86.2,,,,0.056533,,,,1.0
"Shelby County, IN",18145,104.18235294117646,2008,135.3,,,,0.049231,,,,1.0
"Shelby County, IN",18145,104.18235294117646,2009,80.8,,,,0.047885,,,,5.0
"Shelby County, IN",18145,104.18235294117646,2010,130.5,,,,0.048525,,,,5.0
"Shelby County, IN",18145,104.18235294117646,2011,94.7,,,,0.049743,,,,1.0
"Shelby County, IN",18145,104.18235294117646,2012,103.7,,,,0.053519,,,,8.0
"Shelby County, IN",18145,104.18235294117646,2013,121.6,,,,0.04659,,,,2.0
"Shelby County, IN",18145,104.18235294117646,2014,80.9,,,,0.044253,,,,1.0
"Shelby County, IN",18145,104.18235294117646,2015,96.8,,,,0.041016,,,,1.0
"Shelby County, IN",18145,104.18235294117646,2016,119.6,,,,0.043197,,,,3.0
"Spencer County, IN",18147,89.22352941176472,2000,49.0,14.495122,16.524079,56.452599,,16.776,,,
"Spencer County, IN",18147,89.22352941176472,2001,136.8,12.909615,14.721116,58.357648,,14.559615,,,12.0
"Spencer County, IN",18147,89.22352941176472,2002,127.3,14.377586,,57.177676,,14.225862,,,6.0
"Spencer County, IN",18147,89.22352941176472,2003,48.7,13.935849,,55.518893,,14.566038,,,7.0
"Spencer County, IN",18147,89.22352941176472,2004,67.9,13.872414,,55.997837,,12.203448,,,51.0
"Spencer County, IN",18147,89.22352941176472,2005,71.8,14.774545,,57.025802,,16.916364,,,23.0
"Spencer County, IN",18147,89.22352941176472,2006,81.0,14.773832,,57.036762,,12.669159,,,30.0
"Spencer County, IN",18147,89.22352941176472,2007,57.1,15.8625,,57.628611,,14.087173666666668,,,18.0
"Spencer County, IN",18147,89.22352941176472,2008,114.4,14.267857,,,,11.813393,,,118.0
"Spencer County, IN",18147,89.22352941176472,2009,61.9,13.181081,,,,11.771171,,,92.0
"Spencer County, IN",18147,89.22352941176472,2010,81.1,14.287069,,,,13.002586,,,44.0
"Spencer County, IN",18147,89.22352941176472,2011,99.8,14.050442,,,,12.69115,,,38.0
"Spencer County, IN",18147,89.22352941176472,2012,119.8,14.638462,,,,10.351282,,,48.0
"Spencer County, IN",18147,89.22352941176472,2013,76.8,12.862712,,,,10.20339,,,59.0
"Spencer County, IN",18147,89.22352941176472,2014,76.9,12.560331,,,,10.776033,,,35.0
"Spencer County, IN",18147,89.22352941176472,2015,135.1,14.750435,,,,9.470435,,,36.0
"Spencer County, IN",18147,89.22352941176472,2016,111.4,14.55,,,,8.455932,,,60.0
"Tippecanoe County, IN",18157,71.23529411764706,2000,71.8,12.492981,,,,15.4887785,,,
"Tippecanoe County, IN",18157,71.23529411764706,2001,69.5,12.0978605,,,,14.6370895,,,1.0
"Tippecanoe County, IN",18157,71.23529411764706,2002,70.9,6.73330725,,,,13.65724575,,,1.0
"Tippecanoe County, IN",18157,71.23529411764706,2003,72.7,11.1353615,,,,13.660256,,,1.0
"Tippecanoe County, IN",18157,71.23529411764706,2004,77.6,10.855327,,,,11.9488595,,,1.0
"Tippecanoe County, IN",18157,71.23529411764706,2005,81.8,11.7482905,,,,16.062842,,,3.0
"Tippecanoe County, IN",18157,71.23529411764706,2006,71.2,12.5506925,,,,11.913953,,,1.0
"Tippecanoe County, IN",18157,71.23529411764706,2007,65.0,12.317609999999998,,,,13.504456625,,,1.0
"Tippecanoe County, IN",18157,71.23529411764706,2008,82.8,10.7592035,,,,12.0782795,,,0.0
"Tippecanoe County, IN",18157,71.23529411764706,2009,68.0,9.8656265,,,,11.281288333333334,,,0.0
"Tippecanoe County, IN",18157,71.23529411764706,2010,75.2,12.2823005,,,,12.483789,,,1.0
"Tippecanoe County, IN",18157,71.23529411764706,2011,74.1,12.909373,,,,11.082208,,,3.0
"Tippecanoe County, IN",18157,71.23529411764706,2012,68.9,13.5815565,,,,11.08089825,,,2.0
"Tippecanoe County, IN",18157,71.23529411764706,2013,79.5,11.1117565,,,,10.7446231875,,,13.0
"Tippecanoe County, IN",18157,71.23529411764706,2014,68.7,9.688843,,,,9.81318,,,3.0
"Tippecanoe County, IN",18157,71.23529411764706,2015,51.1,12.109961,,,,9.1253334,,,5.0
"Tippecanoe County, IN",18157,71.23529411764706,2016,62.2,13.0000825,,,,7.549539,,,7.0
"Vanderburgh County, IN",18163,114.42352941176468,2000,108.8,14.7068505,25.546703,59.043667,0.0492205,16.482423,,,
"Vanderburgh County, IN",18163,114.42352941176468,2001,106.7,14.78423575,23.487671,59.049633,0.0475135,15.2973515,,,10.0
"Vanderburgh County, IN",18163,114.42352941176468,2002,120.8,13.2588236,20.509589,59.049633,0.0553725,15.02379775,,,3.0
"Vanderburgh County, IN",18163,114.42352941176468,2003,111.9,13.803224,22.983562,54.844544,0.0498335,15.025141,,,6.0
"Vanderburgh County, IN",18163,114.42352941176468,2004,106.2,14.744610599999998,23.261649,57.237641,0.0431415,13.427462,,,15.0
"Vanderburgh County, IN",18163,114.42352941176468,2005,114.9,14.761413200000002,20.260274,56.515188,0.04680775,16.52558725,,,8.0
"Vanderburgh County, IN",18163,114.42352941176468,2006,109.7,14.6381744,17.900552,56.16071,0.0519754999999999,13.734669,,,9.0
"Vanderburgh County, IN",18163,114.42352941176468,2007,117.0,15.906549000000002,20.466165,60.856548,0.0584545,14.189884916666664,,,18.0
"Vanderburgh County, IN",18163,114.42352941176468,2008,125.2,13.752447999999998,18.316239,56.622806,0.050759,12.29025475,,,15.0
"Vanderburgh County, IN",18163,114.42352941176468,2009,105.0,11.978471111111112,15.559727,56.358837,0.0398106666666666,12.635908875,,,8.0
"Vanderburgh County, IN",18163,114.42352941176468,2010,104.6,14.9846328,20.113609,57.173829,0.047617,13.0374892,,,19.0
"Vanderburgh County, IN",18163,114.42352941176468,2011,106.4,10.914292333333334,16.639881,57.716642,0.0469815,12.5109275,,,10.0
"Vanderburgh County, IN",18163,114.42352941176468,2012,103.3,16.180726749999998,17.705233,58.165941,0.0520505,11.01589825,,,11.0
"Vanderburgh County, IN",18163,114.42352941176468,2013,118.3,13.234244,17.187679,,0.0471339999999999,10.6497816,,,22.0
"Vanderburgh County, IN",18163,114.42352941176468,2014,125.2,12.9792886,18.439091,,0.0462469999999999,11.519806,,,4.0
"Vanderburgh County, IN",18163,114.42352941176468,2015,139.6,15.1363206,17.153161,,0.0444935,10.3173168,,,6.0
"Vanderburgh County, IN",18163,114.42352941176468,2016,121.6,15.824944,16.901929,,0.0452335,8.934130166666668,,,9.0
"Vermillion County, IN",18165,123.07647058823528,2000,131.0,,,52.7631365,,,,,
"Vermillion County, IN",18165,123.07647058823528,2001,138.2,,,53.706837500000006,,,,,0.0
"Vermillion County, IN",18165,123.07647058823528,2002,102.7,,,54.0424235,,,,,0.0
"Vermillion County, IN",18165,123.07647058823528,2003,115.2,,,51.992511,,,,,0.0
"Vermillion County, IN",18165,123.07647058823528,2004,60.6,,,53.569111,,,,,0.0
"Vermillion County, IN",18165,123.07647058823528,2005,126.5,,,54.169678000000005,,,,,1.0
"Vermillion County, IN",18165,123.07647058823528,2006,114.6,,,54.537442,,,,,1.0
"Vermillion County, IN",18165,123.07647058823528,2007,96.6,,,54.765488,,,,,3.0
"Vermillion County, IN",18165,123.07647058823528,2008,115.9,,,52.04185699999999,,,,,1.0
"Vermillion County, IN",18165,123.07647058823528,2009,134.3,,,52.5458365,,,,,2.0
"Vermillion County, IN",18165,123.07647058823528,2010,160.4,,,53.933577,,,,,3.0
"Vermillion County, IN",18165,123.07647058823528,2013,107.2,,,,,,201.144564,5.594605,72.0
"Vermillion County, IN",18165,123.07647058823528,2014,114.8,,,,,,199.98182,5.713715,5.0
"Vermillion County, IN",18165,123.07647058823528,2015,159.9,,,,,,188.908032,5.483994,2.0
"Vermillion County, IN",18165,123.07647058823528,2016,134.2,,,,,,200.581502,6.175229,1.0
"Vigo County, IN",18167,119.03529411764706,2000,113.4,12.067141333333334,,53.2250575,0.045927,14.767335333333332,,,
"Vigo County, IN",18167,119.03529411764706,2001,105.2,13.085635666666668,,54.0734375,0.052489,13.814297333333334,,,6.0
"Vigo County, IN",18167,119.03529411764706,2002,130.2,12.201446666666667,,54.931852,0.051641,13.590573999999998,,,2.0
"Vigo County, IN",18167,119.03529411764706,2003,150.9,12.0103605,,53.92298,0.0455155,13.7117115,,,5.0
"Vigo County, IN",18167,119.03529411764706,2004,94.6,12.6143955,,54.3594445,0.0437624999999999,12.423109,,,9.0
"Vigo County, IN",18167,119.03529411764706,2005,122.6,13.719577,,55.668201,0.0458439999999999,15.26509,,,8.0
"Vigo County, IN",18167,119.03529411764706,2006,119.2,13.3839525,,55.881122000000005,0.0429225,12.59857,,,24.0
"Vigo County, IN",18167,119.03529411764706,2007,107.6,13.52056,,55.6620355,0.0476765,13.874901041666666,,,62.0
"Vigo County, IN",18167,119.03529411764706,2008,143.0,11.0546495,,53.175476,0.042948,12.0937065,,,22.0
"Vigo County, IN",18167,119.03529411764706,2009,97.7,12.6267355,,53.758551,0.039116,12.19131,,,11.0
"Vigo County, IN",18167,119.03529411764706,2010,104.8,13.0669905,,55.391828,0.043729,12.856147333333332,,,4.0
"Vigo County, IN",18167,119.03529411764706,2011,131.1,13.035345,,,0.04453,13.111221,,,5.0
"Vigo County, IN",18167,119.03529411764706,2012,100.4,14.333884,,,0.045958,10.974699,,,52.0
"Vigo County, IN",18167,119.03529411764706,2013,133.1,11.373554,,,0.0440114999999999,10.123003333333331,191.057313,3.031903,103.0
"Vigo County, IN",18167,119.03529411764706,2014,106.4,11.077869,,,0.041885,11.019977,192.984956,3.468372,5.0
"Vigo County, IN",18167,119.03529411764706,2015,126.3,13.062185,,,0.0434255,9.619569666666663,181.220298,3.30827,4.0
"Vigo County, IN",18167,119.03529411764706,2016,137.1,13.77623,,,0.044043,8.829351333333333,187.906741,2.701093,40.0
"Wabash County, IN",18169,125.55882352941175,2000,120.1,,,,0.0517,,,,
"Wabash County, IN",18169,125.55882352941175,2001,141.2,,,,0.051619,,,,1.0
"Wabash County, IN",18169,125.55882352941175,2002,92.8,,,,0.055575,,,,1.0
"Wabash County, IN",18169,125.55882352941175,2003,131.1,,,,0.050536,,,,1.0
"Wabash County, IN",18169,125.55882352941175,2004,99.6,,,,0.047455,,,,0.0
"Wabash County, IN",18169,125.55882352941175,2005,121.3,,,,0.052788,,,,1.0
"Wabash County, IN",18169,125.55882352941175,2006,104.0,,,,0.047169,,,,1.0
"Wabash County, IN",18169,125.55882352941175,2007,80.9,,,,0.053033,,,,2.0
"Wabash County, IN",18169,125.55882352941175,2008,105.3,,,,0.048288,,,,0.0
"Wabash County, IN",18169,125.55882352941175,2009,145.3,,,,0.045159,,,,0.0
"Wabash County, IN",18169,125.55882352941175,2010,133.8,,,,0.04781,,,,1.0
"Wabash County, IN",18169,125.55882352941175,2011,119.7,,,,0.047904,,,,2.0
"Wabash County, IN",18169,125.55882352941175,2012,120.2,,,,0.053749,,,,1.0
"Wabash County, IN",18169,125.55882352941175,2013,182.4,,,,0.046565,,,,5.0
"Wabash County, IN",18169,125.55882352941175,2014,164.3,,,,0.04577,,,,1.0
"Wabash County, IN",18169,125.55882352941175,2015,140.3,,,,0.046149,,,,10.0
"Wabash County, IN",18169,125.55882352941175,2016,132.2,,,,0.045582,,,,7.0
"Warrick County, IN",18173,90.77647058823528,2000,70.6,,,52.17138,0.048788,,,,
"Warrick County, IN",18173,90.77647058823528,2001,81.5,,,57.844976,0.051826,,,,11.0
"Warrick County, IN",18173,90.77647058823528,2002,78.8,,,56.076184,0.055569,,,,10.0
"Warrick County, IN",18173,90.77647058823528,2003,71.6,,,54.117207,0.0509106666666666,,,,16.0
"Warrick County, IN",18173,90.77647058823528,2004,103.3,,,61.408646,0.0482956666666666,,,,28.0
"Warrick County, IN",18173,90.77647058823528,2005,85.6,,,,0.05382,,,,30.0
"Warrick County, IN",18173,90.77647058823528,2006,79.3,,,,0.0500243333333333,,,,54.0
"Warrick County, IN",18173,90.77647058823528,2007,81.4,,,,0.054233,,,,37.0
"Warrick County, IN",18173,90.77647058823528,2008,116.4,,,44.96031,0.0453606666666666,,198.731847,4.546322,79.0
"Warrick County, IN",18173,90.77647058823528,2009,98.0,,,54.628033,0.041206,,180.648585,5.185875,103.0
"Warrick County, IN",18173,90.77647058823528,2010,90.5,,,55.956706,0.049322,,191.639829,4.892503,108.0
"Warrick County, IN",18173,90.77647058823528,2011,93.0,,,56.80738,0.0477086666666666,,193.77214,5.240956,238.0
"Warrick County, IN",18173,90.77647058823528,2012,94.3,,,58.479407,0.0488236666666666,,192.72824,5.285913,214.0
"Warrick County, IN",18173,90.77647058823528,2013,122.8,,,54.734857,0.0436143333333333,,196.703064,4.940325,198.0
"Warrick County, IN",18173,90.77647058823528,2014,71.9,,,53.882595,0.044944,,196.768928,5.262478,217.0
"Warrick County, IN",18173,90.77647058823528,2015,100.2,,,59.5547085,0.042943,,174.865892,4.924497000000001,199.0
"Warrick County, IN",18173,90.77647058823528,2016,104.0,,,46.92222,0.0449106666666666,,199.458796,6.108022,143.0
"Wayne County, IN",18177,125.83529411764708,2000,122.4,,,52.4651355,,,,,
"Wayne County, IN",18177,125.83529411764708,2001,114.5,,,52.777873,,,,,0.0
"Wayne County, IN",18177,125.83529411764708,2002,121.9,,,54.714205,,,,,1.0
"Wayne County, IN",18177,125.83529411764708,2003,124.8,,,51.018961,,,,,0.0
"Wayne County, IN",18177,125.83529411764708,2004,109.9,,,52.228894,,,,,1.0
"Wayne County, IN",18177,125.83529411764708,2005,117.5,,,51.356637,,,,,0.0
"Wayne County, IN",18177,125.83529411764708,2006,116.3,,,53.106111,,,,,1.0
"Wayne County, IN",18177,125.83529411764708,2007,126.9,,,52.758593,,,,,1.0
"Wayne County, IN",18177,125.83529411764708,2008,98.4,,,51.14193,,,,,0.0
"Wayne County, IN",18177,125.83529411764708,2009,130.5,,,51.2498,,,,,0.0
"Wayne County, IN",18177,125.83529411764708,2010,123.3,,,52.453118,,,,,0.0
"Wayne County, IN",18177,125.83529411764708,2011,120.9,,,52.832439,,,,,1.0
"Wayne County, IN",18177,125.83529411764708,2012,139.1,,,54.575205,,,200.835711,4.704296,0.0
"Wayne County, IN",18177,125.83529411764708,2013,140.0,,,51.04628,,,207.934088,4.90096,1.0
"Wayne County, IN",18177,125.83529411764708,2014,152.8,,,49.307675,,,204.470317,4.957092,3.0
"Wayne County, IN",18177,125.83529411764708,2015,156.8,,,52.158995,,,193.521039,3.844969,4.0
"Wayne County, IN",18177,125.83529411764708,2016,123.2,,,53.771237,,,200.918506,4.612378,8.0
"Whitley County, IN",18183,99.81176470588235,2001,77.4,,,42.303157,,,207.388543,8.537366,4.0
"Whitley County, IN",18183,99.81176470588235,2002,99.1,,,51.511725,,,199.704641,7.594483,1.0
"Whitley County, IN",18183,99.81176470588235,2003,110.7,,,49.445818,,,190.682356,7.340715,5.0
"Whitley County, IN",18183,99.81176470588235,2004,100.5,,,50.777663,,,193.9854,7.340032,5.0
"Whitley County, IN",18183,99.81176470588235,2005,111.9,,,51.36809,,,189.081,6.96326,3.0
"Whitley County, IN",18183,99.81176470588235,2006,107.4,,,52.481243,,,203.373724,7.06022,1.0
"Whitley County, IN",18183,99.81176470588235,2007,76.1,,,51.675784,,,196.556748,7.188001,8.0
"Whitley County, IN",18183,99.81176470588235,2008,121.0,,,49.686216,,,205.480411,7.465299,7.0
"Whitley County, IN",18183,99.81176470588235,2009,111.7,,,49.681397,,,193.626252,7.062267,7.0
"Whitley County, IN",18183,99.81176470588235,2010,129.2,13.720238,,23.316953,,10.564286,218.1033815,6.294914,1.0
"Whitley County, IN",18183,99.81176470588235,2011,99.1,10.396117,,,,10.445631,201.763972,5.713995,2.0
"Whitley County, IN",18183,99.81176470588235,2012,102.2,11.726087,,38.198881,,9.457391,202.269245,5.595805,5.0
"Whitley County, IN",18183,99.81176470588235,2013,96.3,9.894828,6.431469,50.229648,,9.012069,205.592958,5.640888,4.0
"Whitley County, IN",18183,99.81176470588235,2014,107.7,8.8475,9.270648,49.82135,,9.725833,210.441781,5.656539,1.0
"Whitley County, IN",18183,99.81176470588235,2015,95.8,10.885088,8.228391,51.014735,,9.175439,201.632888,5.378132,2.0
"Whitley County, IN",18183,99.81176470588235,2016,62.8,11.316949,7.918475,52.511585,,7.666102,204.945247,5.326375,14.0
"Black Hawk County, IA",19013,98.11764705882354,2000,97.6,9.217213,,,,11.394262,,,
"Black Hawk County, IA",19013,98.11764705882354,2001,88.4,9.670833,,,,11.744167,,,5.0
"Black Hawk County, IA",19013,98.11764705882354,2002,82.0,9.4675,,,,10.9775,,,2.0
"Black Hawk County, IA",19013,98.11764705882354,2003,96.4,10.60354,,,,11.188496,,,1.0
"Black Hawk County, IA",19013,98.11764705882354,2004,94.7,9.720492,,,,10.132787,,,1.0
"Black Hawk County, IA",19013,98.11764705882354,2005,89.7,10.578992,,,,12.159664,,,3.0
"Black Hawk County, IA",19013,98.11764705882354,2006,91.0,10.8775,,,,9.935,,,1.0
"Black Hawk County, IA",19013,98.11764705882354,2007,93.9,10.078947,,,,12.389474,,,3.0
"Black Hawk County, IA",19013,98.11764705882354,2008,99.8,8.427731,,,,10.389916,,,4.0
"Black Hawk County, IA",19013,98.11764705882354,2009,114.1,8.337657499999999,,,,10.383406999999998,,,1.0
"Black Hawk County, IA",19013,98.11764705882354,2010,90.0,10.074467,,,,10.7557295,,,1.0
"Black Hawk County, IA",19013,98.11764705882354,2011,93.6,9.933312,,58.947465,,10.5159615,195.580196,3.113542,3.0
"Black Hawk County, IA",19013,98.11764705882354,2012,104.7,11.950833,,54.861729,,9.895833,197.043588,3.085727,5.0
"Black Hawk County, IA",19013,98.11764705882354,2013,111.5,7.768852,,46.518569,,9.238525,201.598052,3.242097,5.0
"Black Hawk County, IA",19013,98.11764705882354,2014,102.9,7.881356,,45.257031,,9.198305,208.158995,3.523164,9.0
"Black Hawk County, IA",19013,98.11764705882354,2015,111.6,10.291667,,49.184856,,8.5375,195.876528,3.197337,1.0
"Black Hawk County, IA",19013,98.11764705882354,2016,106.1,10.859504,,50.367825,,7.564463,200.316238,3.131163,1.0
"Bremer County, IA",19017,72.60588235294118,2000,81.5,,,,0.043308,,,,
"Bremer County, IA",19017,72.60588235294118,2001,55.3,,,,0.043942,,,,3.0
"Bremer County, IA",19017,72.60588235294118,2002,51.3,,,,0.044354,,,,2.0
"Bremer County, IA",19017,72.60588235294118,2003,59.5,,,,0.046474,,,,1.0
"Bremer County, IA",19017,72.60588235294118,2004,63.2,,,48.027778,0.040883,,,,1.0
"Bremer County, IA",19017,72.60588235294118,2005,88.1,,,49.265091,0.046626,,,,1.0
"Bremer County, IA",19017,72.60588235294118,2006,70.7,9.575214,,46.787779,0.042181,8.044444,,,1.0
"Bremer County, IA",19017,72.60588235294118,2007,94.9,11.620408,,51.10464,0.043152,9.893878,,,1.0
"Bremer County, IA",19017,72.60588235294118,2008,82.8,,,,0.042887,,,,2.0
"Bremer County, IA",19017,72.60588235294118,2009,91.0,,,,0.038958,,,,0.0
"Bremer County, IA",19017,72.60588235294118,2010,49.4,,,,0.042291,,,,0.0
"Bremer County, IA",19017,72.60588235294118,2011,53.3,,,,0.041939,,187.590439,6.354244,2.0
"Bremer County, IA",19017,72.60588235294118,2012,81.7,,,,0.045873,,187.010327,6.064945,2.0
"Bremer County, IA",19017,72.60588235294118,2013,85.4,,,,0.0401515,,187.488794,6.101832,4.0
"Bremer County, IA",19017,72.60588235294118,2014,68.9,,,,0.039628,,195.648807,6.323367,10.0
"Bremer County, IA",19017,72.60588235294118,2015,64.6,,,,0.0395255,,184.765061,6.052915,0.0
"Bremer County, IA",19017,72.60588235294118,2016,92.7,,,,0.0376605,,180.129543,5.585753,1.0
"Cerro Gordo County, IA",19033,113.81764705882352,2000,122.7,8.590984,,,,10.404132,,,
"Cerro Gordo County, IA",19033,113.81764705882352,2001,137.4,9.013913,,,,11.256522,,,1.0
"Cerro Gordo County, IA",19033,113.81764705882352,2002,105.7,8.764463,,,,9.642975,,,2.0
"Cerro Gordo County, IA",19033,113.81764705882352,2003,107.9,9.4,,,,11.148276,,,0.0
"Cerro Gordo County, IA",19033,113.81764705882352,2004,131.1,9.4523525,,,,9.956532500000002,,,1.0
"Cerro Gordo County, IA",19033,113.81764705882352,2006,148.2,,,56.010223,,,,,1.0
"Cerro Gordo County, IA",19033,113.81764705882352,2007,143.9,,,47.319329,,,,,0.0
"Cerro Gordo County, IA",19033,113.81764705882352,2008,124.2,,,44.174769,,,,,0.0
"Cerro Gordo County, IA",19033,113.81764705882352,2009,101.7,,,45.127021,,,,,1.0
"Cerro Gordo County, IA",19033,113.81764705882352,2010,90.6,,,42.169972,,,,,0.0
"Cerro Gordo County, IA",19033,113.81764705882352,2011,100.1,,,,,,179.614901,2.946132,1.0
"Cerro Gordo County, IA",19033,113.81764705882352,2012,105.2,,,,,,165.166642,2.999412,3.0
"Cerro Gordo County, IA",19033,113.81764705882352,2013,103.4,,,,,,190.775187,3.053548,2.0
"Cerro Gordo County, IA",19033,113.81764705882352,2014,71.7,,,,,,202.736884,3.181015,5.0
"Cerro Gordo County, IA",19033,113.81764705882352,2015,111.7,,,,,,192.275138,2.929117,0.0
"Cerro Gordo County, IA",19033,113.81764705882352,2016,99.8,,,,,,194.859181,2.700196,1.0
"Clinton County, IA",19045,96.30588235294118,2000,81.8,10.425203,,,0.045822,12.005738,,,
"Clinton County, IA",19045,96.30588235294118,2001,88.2,10.771311,,,0.044943,12.478689,,,1.0
"Clinton County, IA",19045,96.30588235294118,2002,66.5,10.691803,,,0.044451,11.813115,,,1.0
"Clinton County, IA",19045,96.30588235294118,2003,78.7,9.95678,,,0.045874,12.435593,,,1.0
"Clinton County, IA",19045,96.30588235294118,2004,70.7,10.2475,,,0.042556,11.298333,,,2.0
"Clinton County, IA",19045,96.30588235294118,2005,121.3,11.236885,,,0.046376,13.865574,,,3.0
